alpha,beta,bxcx,damped_factor,stationary,trend,loss
0.5332462422315243,0.3039719530519731,True,0.7564626929910616,False,multiplicative,74.13056328422148
0.8744264440672785,0.3248463793294633,True,0.2967753850039191,True,additive,839.0701060790379
0.9217240702218542,0.8165603293609508,True,0.5675286232903516,False,additive,70.69554462792792
0.5376688915709744,0.43078009292764463,True,0.7792952007668716,False,additive,71.51589502626148
0.5507702670138391,0.7091169046810049,False,0.5285890748461539,False,multiplicative,73.57561784569809
0.07662111108349712,0.9497932643232084,True,0.779164964351855,False,additive,80.52358993688907
0.3959714353756254,0.7170007951711561,False,0.5996770326672932,False,additive,75.15544408034289
0.04539670879633184,0.6061537317527618,False,0.5957219620228377,True,additive,99.44511100402576
0.7488429116984437,0.945896525985814,False,0.7080383108097287,True,additive,1866.7901856380104
0.9279790974522014,0.5854595653863285,False,0.662419648859984,True,additive,885.1918720276531
0.4211737407551423,0.30564855205479075,False,0.22314209618284417,False,additive,79.76435596848032
0.37637980853096387,0.17761911737411287,False,0.3364748123955875,False,multiplicative,80.45512468355878
0.9784724663635699,0.5880660621361586,False,0.2832799860804331,True,additive,329.31963337058835
0.8653906746490319,0.9619691538025362,False,0.9890534657014588,False,multiplicative,839.43261156352
0.47433393701459925,0.9126390193876527,True,0.9561232841897237,False,multiplicative,102.50563687356704
0.19661625849380682,0.22383103086253672,False,0.8677016518397868,False,multiplicative,80.52665707342508
0.7545270097006033,0.46854728484690633,True,0.7014831247659803,False,additive,70.56981072479469
0.7455193325397623,0.4628546086729152,True,0.05136334957482813,False,additive,76.20068450874646
0.7023438267833394,0.02557705638257568,True,0.44714316881981353,False,additive,76.62769473358873
0.796914487285892,0.8052758430674745,True,0.9151049279053305,False,additive,146.52769471100189
0.9951312486543681,0.5051115841407989,True,0.14552019563024926,False,additive,73.90672317450044
0.6427164419209325,0.746969378094922,True,0.4013923243017728,False,additive,74.17258145932614
0.8253740695197835,0.39739717476010444,True,0.526453424607676,False,additive,72.88618914974217
0.9362561779945878,0.07483002278269912,True,0.6619627625730953,False,additive,73.83140704768651
0.2785998839593143,0.8414989184673907,True,0.6832419308030226,False,additive,76.78551410044018
0.6706487779697341,0.5234996062263021,True,0.486108109810225,False,additive,73.81079537866147
0.9980742802948905,0.3805422907345684,True,0.850839894453149,False,additive,71.56324423200756
0.8921370861823974,0.2376506159596043,True,0.7257787028070356,False,additive,71.62835205937773
0.7986730447659945,0.6583123146442019,True,0.380467022603012,False,additive,73.47530646333182
0.6083669518531659,0.3711700459570939,True,0.5656532092795004,False,additive,74.54632814190157
0.7320412381804321,0.5446013285116131,True,0.762447350199376,False,additive,69.55848732531537
0.3216276314326787,0.5311386234782486,True,0.9159087471618442,False,additive,77.63298308395619
0.732913416377264,0.1369330329428733,True,0.764486298237097,True,additive,1264.2947512054454
0.5744945780104348,0.4572833199453163,True,0.998757380000998,False,additive,106.2629008188214
0.4652781529275182,0.684427608639606,True,0.8116004098926941,False,multiplicative,68.62161663593852
0.4624021878395112,0.7625356939398807,True,0.8960949053311775,False,multiplicative,69.7992042424667
0.2576831682594301,0.8870479499098761,True,0.6255791654393261,False,multiplicative,78.16586750782818
0.4435966504004111,0.6930201195067499,True,0.9695626268773565,False,multiplicative,88.5002201099626
0.5735215104617297,0.6312729285375456,True,0.634727119496765,False,multiplicative,71.7769499359899
0.08344000451378103,0.33107706450158886,True,0.8166796809946631,False,multiplicative,83.5838220662226
0.3952440441247454,0.997785861457579,True,0.9426509430471803,False,multiplicative,87.91009580308359
0.1404144835466729,0.5550693823198016,True,0.5395902385765514,False,multiplicative,83.41927105182214
0.2684068405294707,0.2571205326192217,False,0.8824781757754503,False,multiplicative,81.43113546579785
0.8544475073189768,0.6081891181604253,False,0.2619675585419107,False,multiplicative,74.10879424553703
0.6284746140692593,0.4220943161768831,True,0.023966058297450965,False,multiplicative,77.49372921207278
0.4282859300332673,0.34869544994011237,True,0.6073094054132075,False,multiplicative,77.35057024847151
0.4868970404771019,0.6807633644489076,False,0.753096015245632,True,additive,955.1750125446348
0.9538701173646096,0.2849998172919816,True,0.6476357708120486,False,additive,71.62322949615329
0.7097404684592407,0.6215274004895488,True,0.683236863896887,False,multiplicative,70.35253785235184
0.792739578075478,0.4858223924258938,False,0.7987103455228339,False,additive,68.31301644598659
0.21007450417170193,0.20397417670185575,False,0.11757890927824888,True,additive,108.56850272526316
0.8981920298335515,0.4982238266360392,False,0.42814302545671745,False,multiplicative,72.88052110836479
0.35318207712528066,0.14387431953382285,False,0.35641116898819414,False,additive,80.87013784021235
0.7939841533594859,0.9884103782427767,False,0.8003467592577128,False,multiplicative,85.71053899895618
0.31140530229450325,0.4096755733821674,False,0.5730449371115119,False,additive,79.667059854142
0.6715783999964503,0.4499526468997356,False,0.31935572757076447,True,additive,299.5856277521045
0.8333125101615687,0.7767995132447375,False,0.1928719135601782,False,multiplicative,74.46565991338859
0.7718988096380299,0.4838008418405651,False,0.9392415046819607,False,additive,81.00080437343222
0.7010126561154125,0.7343091783681938,False,0.839037179438806,False,additive,69.99956628761767
0.5227792981830839,0.5877350322612653,False,0.7270131763559258,False,additive,70.17881623151848
0.6426874153943278,0.539059317111946,True,0.9868884194538929,False,additive,124.38076863739472
0.5785443082075697,0.6523738251506093,True,0.6881563721455745,False,additive,70.24064983907512
0.9173775937599474,0.8201106613279006,False,0.9041976950707912,False,additive,101.87530316601783
0.9654579689812133,0.43872027223541143,True,0.7885655314294676,False,additive,70.10278227159927
0.8599191584608796,0.3638558971496881,True,0.8763256430526514,False,additive,72.84923914521808
0.7324787577812162,0.9244718817577926,True,0.5293557827437348,False,additive,71.69932068356611
0.0072096630430731334,0.6961079373663084,False,0.7474363039349128,False,additive,55.42241500758788
0.024173985412939338,0.7128781074239253,False,0.7132970754414875,False,additive,83.1875661542163
0.07594364058232884,0.8816028845304406,False,0.6119627086443729,False,additive,84.9700886167074
0.16610158217040094,0.5139227401610363,False,0.664091760096472,False,additive,81.43979147611854
0.1046226613020819,0.8096191762158631,False,0.923429200725545,False,additive,97.96794267825446
0.23726815425620845,0.7561044450133484,False,0.9674114910774003,False,additive,88.72267762071425
0.3861911926043359,0.6957899919261582,False,0.7470929359032077,False,additive,72.09702412568576
0.3024907821970354,0.5664447615757772,False,0.8574016146969696,False,multiplicative,77.20100307594134
0.45872582152424457,0.4848155265607681,False,0.568873579635605,False,additive,76.02341408561291
0.3577741789464597,0.6093261596170773,False,0.5170568236849923,False,additive,78.08859984868427
0.2333460106615265,0.005624431477940617,False,0.701914563952487,False,multiplicative,83.68259272399108
0.00895653629167696,0.2832873947873542,False,0.7762096790725186,False,additive,52.510414099760226
0.06303599530385529,0.0629441663332655,False,0.7739575697779753,False,additive,83.7125334621296
0.1008469492428602,0.2765769643702638,False,0.589657111014463,True,additive,103.1437896292676
0.020838311473715367,0.3229482630454572,False,0.6561675668400508,False,additive,63.27569215328
0.13589140539475072,0.2081897275534157,False,0.3955008347905033,False,additive,86.3398485660784
0.01608723618524544,0.15496852985451234,False,0.6506516277266068,False,additive,53.972271597775716
0.003235178586581692,0.1063932456826881,False,0.5012546654777101,False,additive,58.790710097626366
0.05207202829377993,0.1498481565547141,False,0.5446812548666381,True,additive,97.51946323032286
0.18006740331180854,0.07165074574719368,False,0.4674329646600464,False,additive,85.07291753548576
0.004046233435979131,0.18356563233042422,False,0.41897989845569467,False,additive,60.54829763718616
0.20298723889453293,0.11606485301880332,False,0.6331213906254611,False,additive,83.32678828130663
0.15695107607063996,0.2451068519630361,False,0.6750228610018142,True,additive,107.77237351608761
0.10206953813498378,0.01915625299014362,False,0.8329338307668152,False,additive,87.65794136121862
0.21587902270313672,0.3937709032789993,False,0.7498671161774931,False,additive,80.53853041206382
0.12256097181378117,0.046183331484398626,False,0.6093153741405759,False,additive,86.89651473893896
0.028997304462762434,0.3041402846045516,False,0.7193570740613291,False,additive,75.1802822911939
0.41657742363208966,0.10823275709354749,False,0.8735852445452048,True,additive,182.17968744594023
0.1863736512663081,0.27281032503036284,False,0.8887838343846746,False,additive,80.11110599064146
0.3279765462821564,0.3232848768528447,False,0.2633550357833999,False,additive,81.10247481002318
0.29047444765288954,0.17327274514375962,False,0.36672947646638615,False,additive,81.86152979328595
0.07829784143400137,0.09153600555760055,False,0.4969428226638024,False,additive,84.14683291437332
0.14941113839426756,0.34789252699832335,False,0.9347030077154055,False,additive,85.224703838326
0.003602296064714872,0.22252493885063107,False,0.5514962571534169,True,additive,137.63713755278448
0.23381659782658745,0.15858517669774375,False,0.6341620918642855,False,additive,82.11487742999299
