"Year","Month","Dekad","NDVI Anomaly"
2019,1,1,103.236585878107
2019,1,2,104.105112371376
2019,1,3,104.367673941708
2019,2,1,103.816688210092
2019,2,2,102.847768880501
2019,2,3,101.647537600182
2019,3,1,99.7928240721723
2019,3,2,99.5054438695933
2019,3,3,99.4589878575538
2019,4,1,99.2578297023547
2019,4,2,98.355122710494
2019,4,3,98.587068086446
2019,5,1,99.4077740722659
2019,5,2,100.421579060653
2019,5,3,101.626684706464
2019,6,1,101.392788717837
2019,6,2,100.860203982319
2019,6,3,100.021786390804
2019,7,1,97.6720280163817
2019,7,2,96.3988255058049
2019,7,3,96.1750262741313
2019,8,1,96.2142194890501
2019,8,2,96.7421585129335
2019,8,3,97.3749290095793
2019,9,1,98.2791032265696
2019,9,2,99.9686539793492
2019,9,3,100.422178425477
2019,10,1,100.98778636532
2019,10,2,101.659083152821
2019,10,3,103.217418435107
2019,11,1,103.973828326635
2019,11,2,104.740377434662
2019,11,3,105.421415821185
2019,12,1,105.255613989323
2019,12,2,104.913632473449
2019,12,3,104.512226344758
2020,1,1,N/A,
2020,1,2,102.972619596985
2020,1,3,101.38930213542
2020,2,1,100.608584720983
2020,2,2,99.9546112964927
2020,2,3,99.4221941496361
2020,3,1,98.8467708762953
2020,3,2,98.9511231372151
2020,3,3,99.3536247760571
2020,4,1,99.7108514882263
2020,4,2,99.3484068099399
2020,4,3,98.6570593333697
2020,5,1,97.7174625701913
2020,5,2,96.9474470761355
2020,5,3,94.9702010448232
2020,6,1,94.624977656348
2020,6,2,94.5687950868678
2020,6,3,94.7492467108826
2020,7,1,96.5491958299856
2020,7,2,98.3738119101091
2020,7,3,100.068250113029
2020,8,1,101.605678084049
2020,8,2,101.867152126857
2020,8,3,101.750495923602
2020,9,1,101.726290722648
2020,9,2,102.642973651377
2020,9,3,103.259222329754
2020,10,1,103.977780718812
2020,10,2,104.512546677101
2020,10,3,104.119089400272
2020,11,1,102.726609441786
2020,11,2,101.127833627411
2020,11,3,99.6922536590942
2020,12,1,100.928964142554
2020,12,2,104.139374090247
2020,12,3,N/A,
2021,1,1,N/A,
2021,1,2,N/A,
2021,1,3,N/A,
2021,2,1,N/A,
2021,2,2,N/A,
2021,2,3,N/A,
2021,3,1,N/A,
2021,3,2,N/A,
2021,3,3,N/A,
2021,4,1,N/A,
2021,4,2,N/A,
2021,4,3,N/A,
2021,5,1,N/A,
2021,5,2,N/A,
2021,5,3,N/A,
2021,6,1,N/A,
2021,6,2,N/A,
2021,6,3,N/A,
2021,7,1,N/A,
2021,7,2,N/A,
2021,7,3,N/A,
2021,8,1,N/A,
2021,8,2,N/A,
2021,8,3,N/A,
2021,9,1,N/A,
2021,9,2,N/A,
2021,9,3,N/A,
2021,10,1,N/A,
2021,10,2,N/A,
2021,10,3,N/A,
2021,11,1,N/A,
2021,11,2,N/A,
2021,11,3,N/A,
2021,12,1,N/A,
2021,12,2,N/A,
2021,12,3,N/A,